Title,PMID,Abstract,AUROC,text
ColdDTA: Utilizing data augmentation and attention-based feature fusion for drug-target binding affinity prediction.,37597410,"Accurate prediction of drug-target affinity (DTA) plays a crucial role in drug discovery and development. Recently, deep learning methods have shown excellent predictive performance on randomly split public datasets. However, verifications are still required on this splitting method to
reflect real-world problems in practical applications. And in a cold-start experimental setup, where drugs or proteins in the test set do not appear in the training set, the performance of deep learning models often significantly decreases. This indicates that improving the generalization ability of
the models remains a challenge. To this end, in this study, we propose ColdDTA: using data augmentation and attention-based feature fusion to improve the generalization ability of predicting drug-target binding affinity. Specifically, ColdDTA generates new drug-target pairs by removing subgraphs of
drugs. The attention-based feature fusion module is also used to better capture the drug-target interactions. We conduct cold-start experiments on three benchmark datasets, and the consistency index (CI) and mean square error (MSE) results on the Davis and KIBA datasets show that ColdDTA outperforms
the five state-of-the-art baseline methods. Meanwhile, the results of area under the receiver operating characteristic (ROC-AUC) on the BindingDB dataset show that ColdDTA also has better performance on the classification task. Furthermore, visualizing the model weights allows for interpretable
insights. Overall, ColdDTA can better solve the realistic DTA prediction problem. The code has been available to the public.",1,"ColdDTA: Utilizing data augmentation and attention-based feature fusion for drug-target binding affinity prediction. Accurate prediction of drug-target affinity (DTA) plays a crucial role in drug discovery and development. Recently, deep learning methods have shown excellent predictive performance on randomly split public datasets. However, verifications are still required on this splitting method to
reflect real-world problems in practical applications. And in a cold-start experimental setup, where drugs or proteins in the test set do not appear in the training set, the performance of deep learning models often significantly decreases. This indicates that improving the generalization ability of
the models remains a challenge. To this end, in this study, we propose ColdDTA: using data augmentation and attention-based feature fusion to improve the generalization ability of predicting drug-target binding affinity. Specifically, ColdDTA generates new drug-target pairs by removing subgraphs of
drugs. The attention-based feature fusion module is also used to better capture the drug-target interactions. We conduct cold-start experiments on three benchmark datasets, and the consistency index (CI) and mean square error (MSE) results on the Davis and KIBA datasets show that ColdDTA outperforms
the five state-of-the-art baseline methods. Meanwhile, the results of area under the receiver operating characteristic (ROC-AUC) on the BindingDB dataset show that ColdDTA also has better performance on the classification task. Furthermore, visualizing the model weights allows for interpretable
insights. Overall, ColdDTA can better solve the realistic DTA prediction problem. The code has been available to the public."
An ensemble-based drug-target interaction prediction approach using multiple feature information with data balancing.,35941686,"Recently, drug repositioning has received considerable attention for its advantage to pharmaceutical industries in drug development. Artificial intelligence techniques have greatly enhanced drug reproduction by discovering therapeutic drug profiles, side effects, and new target proteins.
However, as the number of drugs increases, their targets and enormous interactions produce imbalanced data that might not be preferable as an input to a prediction model immediately. This paper proposes a novel scheme for predicting drug-target interactions (DTIs) based on drug chemical structures
and protein sequences. The drug Morgan fingerprint, drug constitutional descriptors, protein amino acid composition, and protein dipeptide composition were employed to extract the drugs and protein's characteristics. Then, the proposed approach for extracting negative samples using a support vector
machine one-class classifier was developed to tackle the imbalanced data problem feature sets from the drug-target dataset. Negative and positive samplings were constructed and fed into different prediction algorithms to identify DTIs. A 10-fold CV validation test procedure was applied to assess the
predictability of the proposed method, in addition to the study of the effectiveness of the chemical and physical features in the evaluation and discovery of the drug-target interactions. Our experimental model outperformed existing techniques concerning the curve for receiver operating
characteristic (AUC), accuracy, precision, recall F-score, mean square error, and MCC. The results obtained by the AdaBoost classifier enhanced prediction accuracy by 2.74%, precision by 1.98%, AUC by 1.14%, F-score by 3.53%, and MCC by 4.54% over existing methods.",1,"An ensemble-based drug-target interaction prediction approach using multiple feature information with data balancing. Recently, drug repositioning has received considerable attention for its advantage to pharmaceutical industries in drug development. Artificial intelligence techniques have greatly enhanced drug reproduction by discovering therapeutic drug profiles, side effects, and new target proteins.
However, as the number of drugs increases, their targets and enormous interactions produce imbalanced data that might not be preferable as an input to a prediction model immediately. This paper proposes a novel scheme for predicting drug-target interactions (DTIs) based on drug chemical structures
and protein sequences. The drug Morgan fingerprint, drug constitutional descriptors, protein amino acid composition, and protein dipeptide composition were employed to extract the drugs and protein's characteristics. Then, the proposed approach for extracting negative samples using a support vector
machine one-class classifier was developed to tackle the imbalanced data problem feature sets from the drug-target dataset. Negative and positive samplings were constructed and fed into different prediction algorithms to identify DTIs. A 10-fold CV validation test procedure was applied to assess the
predictability of the proposed method, in addition to the study of the effectiveness of the chemical and physical features in the evaluation and discovery of the drug-target interactions. Our experimental model outperformed existing techniques concerning the curve for receiver operating
characteristic (AUC), accuracy, precision, recall F-score, mean square error, and MCC. The results obtained by the AdaBoost classifier enhanced prediction accuracy by 2.74%, precision by 1.98%, AUC by 1.14%, F-score by 3.53%, and MCC by 4.54% over existing methods."
GraphDTA: predicting drug-target binding affinity with graph neural networks.,33119053,"The development of new drugs is costly, time consuming and often accompanied with safety issues. Drug repurposing can avoid the expensive and lengthy process of drug development by finding new uses for already approved drugs. In order to repurpose drugs effectively, it is useful to know
which proteins are targeted by which drugs. Computational models that estimate the interaction strength of new drug-target pairs have the potential to expedite drug repurposing. Several models have been proposed for this task. However, these models represent the drugs as strings, which is not a
natural way to represent molecules. We propose a new model called GraphDTA that represents drugs as graphs and uses graph neural networks to predict drug-target affinity. We show that graph neural networks not only predict drug-target affinity better than non-deep learning models, but also
outperform competing deep learning methods. Our results confirm that deep learning models are appropriate for drug-target binding affinity prediction, and that representing drugs as graphs can lead to further improvements. The proposed models are implemented in Python. Related data, pre-trained
models and source code are publicly available at https://github.com/thinng/GraphDTA. All scripts and data needed to reproduce the post hoc statistical analysis are available from https://doi.org/10.5281/zenodo.3603523. Supplementary data are available at Bioinformatics online.",0,"GraphDTA: predicting drug-target binding affinity with graph neural networks. The development of new drugs is costly, time consuming and often accompanied with safety issues. Drug repurposing can avoid the expensive and lengthy process of drug development by finding new uses for already approved drugs. In order to repurpose drugs effectively, it is useful to know
which proteins are targeted by which drugs. Computational models that estimate the interaction strength of new drug-target pairs have the potential to expedite drug repurposing. Several models have been proposed for this task. However, these models represent the drugs as strings, which is not a
natural way to represent molecules. We propose a new model called GraphDTA that represents drugs as graphs and uses graph neural networks to predict drug-target affinity. We show that graph neural networks not only predict drug-target affinity better than non-deep learning models, but also
outperform competing deep learning methods. Our results confirm that deep learning models are appropriate for drug-target binding affinity prediction, and that representing drugs as graphs can lead to further improvements. The proposed models are implemented in Python. Related data, pre-trained
models and source code are publicly available at https://github.com/thinng/GraphDTA. All scripts and data needed to reproduce the post hoc statistical analysis are available from https://doi.org/10.5281/zenodo.3603523. Supplementary data are available at Bioinformatics online."
PPAEDTI: Personalized Propagation Auto-Encoder Model for Predicting Drug-Target Interactions.,36301791,"Identifying protein targets for drugs establishes an indispensable knowledge foundation for drug repurposing and drug development. Though expensive and time-consuming, vitro trials are widely employed to discover drug targets, and the existing relevant computational algorithms still cannot
satisfy the demand for real application in drug R&D with regards to the prediction accuracy and performance efficiency, which are urgently needed to be improved. To this end, we propose here the PPAEDTI model, which uses the graph personalized propagation technique to predict drug-target
interactions from the known interaction network. To evaluate the prediction performance, six benchmark datasets were used for testing with some state-of-the-art methods compared. As a result, using the 5-fold cross-validation, the proposed PPAEDTI model achieves average AUCs>90% on 5 collected
datasets. We also manually checked the top-20 prediction list for 2 proteins (hsa:775 and hsa:779) and a kind of drug (D00618), and successfully confirmed 18, 17, and 20 items from the public datasets, respectively. The experimental results indicate that, given known drug-target interactions, the
PPAEDTI model can provide accurate predictions for the new ones, which is anticipated to serve as a useful tool for pharmacology research. Using the proposed model that was trained with the collected datasets, we have built a computational platform that is accessible at http://120.77.11.78/PPAEDTI/
and corresponding codes and datasets are also released.",1,"PPAEDTI: Personalized Propagation Auto-Encoder Model for Predicting Drug-Target Interactions. Identifying protein targets for drugs establishes an indispensable knowledge foundation for drug repurposing and drug development. Though expensive and time-consuming, vitro trials are widely employed to discover drug targets, and the existing relevant computational algorithms still cannot
satisfy the demand for real application in drug R&D with regards to the prediction accuracy and performance efficiency, which are urgently needed to be improved. To this end, we propose here the PPAEDTI model, which uses the graph personalized propagation technique to predict drug-target
interactions from the known interaction network. To evaluate the prediction performance, six benchmark datasets were used for testing with some state-of-the-art methods compared. As a result, using the 5-fold cross-validation, the proposed PPAEDTI model achieves average AUCs>90% on 5 collected
datasets. We also manually checked the top-20 prediction list for 2 proteins (hsa:775 and hsa:779) and a kind of drug (D00618), and successfully confirmed 18, 17, and 20 items from the public datasets, respectively. The experimental results indicate that, given known drug-target interactions, the
PPAEDTI model can provide accurate predictions for the new ones, which is anticipated to serve as a useful tool for pharmacology research. Using the proposed model that was trained with the collected datasets, we have built a computational platform that is accessible at http://120.77.11.78/PPAEDTI/
and corresponding codes and datasets are also released."
Bridging-BPs: a novel approach to predict potential drug-target interactions based on a bridging heterogeneous graph and BPs2vec.,35037024,"Predicting drug-target interactions (DTIs) is a convenient strategy for drug discovery. Although various computational methods have been put forward in recent years, DTIs prediction is still a challenging task. In this paper, based on indirect prior information (we term them as mediators),
we proposed a new model, called Bridging-BPs (bridging paths), for DTIs prediction. Specifically, we regarded linkage process between mediators and DTs (drugs and proteins) as 'bridging' and source (drug)-mediators-destination (protein) as bridging paths. By integrating various bridging paths, we
constructed a bridging heterogeneous graph for DTIs. After that, an improved graph-embedding algorithm-BPs2vec-was designed to capture deep topological features underlying the bridging graph, thereby obtaining the low-dimensional node vector representations. Then, the vector representations were fed
into a Random Forest classifier to train and score the probability, outputting the final classification results for potential DTIs. Under 5-fold cross validation, our method obtained AUPR of 88.97% and AUC of 88.63%, suggesting that Bridging-BPs could effectively mine the link relationships hidden
in indirect prior information and it significantly improved the accuracy and robustness of DTIs prediction without direct prior information. Finally, we confirmed the practical prediction ability of Bridging-BPs by case studies.",1,"Bridging-BPs: a novel approach to predict potential drug-target interactions based on a bridging heterogeneous graph and BPs2vec. Predicting drug-target interactions (DTIs) is a convenient strategy for drug discovery. Although various computational methods have been put forward in recent years, DTIs prediction is still a challenging task. In this paper, based on indirect prior information (we term them as mediators),
we proposed a new model, called Bridging-BPs (bridging paths), for DTIs prediction. Specifically, we regarded linkage process between mediators and DTs (drugs and proteins) as 'bridging' and source (drug)-mediators-destination (protein) as bridging paths. By integrating various bridging paths, we
constructed a bridging heterogeneous graph for DTIs. After that, an improved graph-embedding algorithm-BPs2vec-was designed to capture deep topological features underlying the bridging graph, thereby obtaining the low-dimensional node vector representations. Then, the vector representations were fed
into a Random Forest classifier to train and score the probability, outputting the final classification results for potential DTIs. Under 5-fold cross validation, our method obtained AUPR of 88.97% and AUC of 88.63%, suggesting that Bridging-BPs could effectively mine the link relationships hidden
in indirect prior information and it significantly improved the accuracy and robustness of DTIs prediction without direct prior information. Finally, we confirmed the practical prediction ability of Bridging-BPs by case studies."
Fine-tuning of BERT Model to Accurately Predict Drug-Target Interactions.,36015336,"The identification of optimal drug candidates is very important in drug discovery. Researchers in biology and computational sciences have sought to use machine learning (ML) to efficiently predict drug-target interactions (DTIs). In recent years, according to the emerging usefulness of
pretrained models in natural language process (NLPs), pretrained models are being developed for chemical compounds and target proteins. This study sought to improve DTI predictive models using a Bidirectional Encoder Representations from the Transformers (BERT)-pretrained model, ChemBERTa, for
chemical compounds. Pretraining features the use of a simplified molecular-input line-entry system (SMILES). We also employ the pretrained ProBERT for target proteins (pretraining employed the amino acid sequences). The BIOSNAP, DAVIS, and BindingDB databases (DBs) were used (alone or together) for
learning. The final model, taught by both ChemBERTa and ProtBert and the integrated DBs, afforded the best DTI predictive performance to date based on the receiver operating characteristic area under the curve (AUC) and precision-recall-AUC values compared with previous models. The performance of
the final model was verified using a specific case study on 13 pairs of subtrates and the metabolic enzyme cytochrome P450 (CYP). The final model afforded excellent DTI prediction. As the real-world interactions between drugs and target proteins are expected to exhibit specific patterns, pretraining
with ChemBERTa and ProtBert could teach such patterns. Learning the patterns of such interactions would enhance DTI accuracy if learning employs large, well-balanced datasets that cover all relationships between drugs and target proteins.",1,"Fine-tuning of BERT Model to Accurately Predict Drug-Target Interactions. The identification of optimal drug candidates is very important in drug discovery. Researchers in biology and computational sciences have sought to use machine learning (ML) to efficiently predict drug-target interactions (DTIs). In recent years, according to the emerging usefulness of
pretrained models in natural language process (NLPs), pretrained models are being developed for chemical compounds and target proteins. This study sought to improve DTI predictive models using a Bidirectional Encoder Representations from the Transformers (BERT)-pretrained model, ChemBERTa, for
chemical compounds. Pretraining features the use of a simplified molecular-input line-entry system (SMILES). We also employ the pretrained ProBERT for target proteins (pretraining employed the amino acid sequences). The BIOSNAP, DAVIS, and BindingDB databases (DBs) were used (alone or together) for
learning. The final model, taught by both ChemBERTa and ProtBert and the integrated DBs, afforded the best DTI predictive performance to date based on the receiver operating characteristic area under the curve (AUC) and precision-recall-AUC values compared with previous models. The performance of
the final model was verified using a specific case study on 13 pairs of subtrates and the metabolic enzyme cytochrome P450 (CYP). The final model afforded excellent DTI prediction. As the real-world interactions between drugs and target proteins are expected to exhibit specific patterns, pretraining
with ChemBERTa and ProtBert could teach such patterns. Learning the patterns of such interactions would enhance DTI accuracy if learning employs large, well-balanced datasets that cover all relationships between drugs and target proteins."
Identifying drug-target interactions based on graph convolutional network and deep neural network.,32367110,"Identification of new drug-target interactions (DTIs) is an important but a time-consuming and costly step in drug discovery. In recent years, to mitigate these drawbacks, researchers have sought to identify DTIs using computational approaches. However, most existing methods construct drug
networks and target networks separately, and then predict novel DTIs based on known associations between the drugs and targets without accounting for associations between drug-protein pairs (DPPs). To incorporate the associations between DPPs into DTI modeling, we built a DPP network based on
multiple drugs and proteins in which DPPs are the nodes and the associations between DPPs are the edges of the network. We then propose a novel learning-based framework, 'graph convolutional network (GCN)-DTI', for DTI identification. The model first uses a graph convolutional network to learn the
features for each DPP. Second, using the feature representation as an input, it uses a deep neural network to predict the final label. The results of our analysis show that the proposed framework outperforms some state-of-the-art approaches by a large margin.",0,"Identifying drug-target interactions based on graph convolutional network and deep neural network. Identification of new drug-target interactions (DTIs) is an important but a time-consuming and costly step in drug discovery. In recent years, to mitigate these drawbacks, researchers have sought to identify DTIs using computational approaches. However, most existing methods construct drug
networks and target networks separately, and then predict novel DTIs based on known associations between the drugs and targets without accounting for associations between drug-protein pairs (DPPs). To incorporate the associations between DPPs into DTI modeling, we built a DPP network based on
multiple drugs and proteins in which DPPs are the nodes and the associations between DPPs are the edges of the network. We then propose a novel learning-based framework, 'graph convolutional network (GCN)-DTI', for DTI identification. The model first uses a graph convolutional network to learn the
features for each DPP. Second, using the feature representation as an input, it uses a deep neural network to predict the final label. The results of our analysis show that the proposed framework outperforms some state-of-the-art approaches by a large margin."
De Novo Prediction of Drug-Target Interactions Using Laplacian Regularized Schatten <b><i>p</i></b>-Norm Minimization.,33481664,"<b>In pharmaceutical sciences, a crucial step of the drug discovery is the identification of drug-target interactions (DTIs). However, only a small portion of the DTIs have been experimentally validated. Moreover, it is an extremely laborious, expensive, and time-consuming procedure to
capture new interactions between drugs and targets through traditional biochemical experiments. Therefore, designing computational methods for predicting potential interactions to guide the experimental verification is of practical significance, especially for de novo situation. In this article, we
propose a new algorithm, namely Laplacian regularized Schatten <i>p</i>-norm minimization (LRSpNM), to predict potential target proteins for novel drugs and potential drugs for new targets where there are no known interactions. Specifically, we first take advantage of the drug and target similarity
information to dynamically prefill the partial unknown interactions. Then based on the assumption that the interaction matrix is low-rank, we use Schatten <i>p</i>-norm minimization model combined with Laplacian regularization terms to improve prediction performance in the new drug/target cases.
Finally, we numerically solve the LRSpNM model by an efficient alternating direction method of multipliers algorithm. We evaluate LRSpNM on five data sets and an extensive set of numerical experiments show that LRSpNM achieves better and more robust performance than five state-of-the-art DTIs
prediction algorithms. In addition, we conduct two case studies for new drug and new target prediction, which illustrates that LRSpNM can successfully predict most of the experimental validated DTIs.</b>",0,"De Novo Prediction of Drug-Target Interactions Using Laplacian Regularized Schatten <b><i>p</i></b>-Norm Minimization. <b>In pharmaceutical sciences, a crucial step of the drug discovery is the identification of drug-target interactions (DTIs). However, only a small portion of the DTIs have been experimentally validated. Moreover, it is an extremely laborious, expensive, and time-consuming procedure to
capture new interactions between drugs and targets through traditional biochemical experiments. Therefore, designing computational methods for predicting potential interactions to guide the experimental verification is of practical significance, especially for de novo situation. In this article, we
propose a new algorithm, namely Laplacian regularized Schatten <i>p</i>-norm minimization (LRSpNM), to predict potential target proteins for novel drugs and potential drugs for new targets where there are no known interactions. Specifically, we first take advantage of the drug and target similarity
information to dynamically prefill the partial unknown interactions. Then based on the assumption that the interaction matrix is low-rank, we use Schatten <i>p</i>-norm minimization model combined with Laplacian regularization terms to improve prediction performance in the new drug/target cases.
Finally, we numerically solve the LRSpNM model by an efficient alternating direction method of multipliers algorithm. We evaluate LRSpNM on five data sets and an extensive set of numerical experiments show that LRSpNM achieves better and more robust performance than five state-of-the-art DTIs
prediction algorithms. In addition, we conduct two case studies for new drug and new target prediction, which illustrates that LRSpNM can successfully predict most of the experimental validated DTIs.</b>"
DEDTI versus IEDTI: efficient and predictive models of drug-target interactions.,37286613,"Drug repurposing is an active area of research that aims to decrease the cost and time of drug development. Most of those efforts are primarily concerned with the prediction of drug-target interactions. Many evaluation models, from matrix factorization to more cutting-edge deep neural
networks, have come to the scene to identify such relations. Some predictive models are devoted to the prediction's quality, and others are devoted to the efficiency of the predictive models, e.g., embedding generation. In this work, we propose new representations of drugs and targets useful for
more prediction and analysis. Using these representations, we propose two inductive, deep network models of IEDTI and DEDTI for drug-target interaction prediction. Both of them use the accumulation of new representations. The IEDTI takes advantage of triplet and maps the input accumulated similarity
features into meaningful embedding corresponding vectors. Then, it applies a deep predictive model to each drug-target pair to evaluate their interaction. The DEDTI directly uses the accumulated similarity feature vectors of drugs and targets and applies a predictive model on each pair to identify
their interactions. We have done a comprehensive simulation on the DTINet dataset as well as gold standard datasets, and the results show that DEDTI outperforms IEDTI and the state-of-the-art models. In addition, we conduct a docking study on new predicted interactions between two drug-target pairs,
and the results confirm acceptable drug-target binding affinity between both predicted pairs.",0,"DEDTI versus IEDTI: efficient and predictive models of drug-target interactions. Drug repurposing is an active area of research that aims to decrease the cost and time of drug development. Most of those efforts are primarily concerned with the prediction of drug-target interactions. Many evaluation models, from matrix factorization to more cutting-edge deep neural
networks, have come to the scene to identify such relations. Some predictive models are devoted to the prediction's quality, and others are devoted to the efficiency of the predictive models, e.g., embedding generation. In this work, we propose new representations of drugs and targets useful for
more prediction and analysis. Using these representations, we propose two inductive, deep network models of IEDTI and DEDTI for drug-target interaction prediction. Both of them use the accumulation of new representations. The IEDTI takes advantage of triplet and maps the input accumulated similarity
features into meaningful embedding corresponding vectors. Then, it applies a deep predictive model to each drug-target pair to evaluate their interaction. The DEDTI directly uses the accumulated similarity feature vectors of drugs and targets and applies a predictive model on each pair to identify
their interactions. We have done a comprehensive simulation on the DTINet dataset as well as gold standard datasets, and the results show that DEDTI outperforms IEDTI and the state-of-the-art models. In addition, we conduct a docking study on new predicted interactions between two drug-target pairs,
and the results confirm acceptable drug-target binding affinity between both predicted pairs."
Detecting Drug-Target Interactions with Feature Similarity Fusion and Molecular Graphs.,36101348,"The key to drug discovery is the identification of a target and a corresponding drug compound. Effective identification of drug-target interactions facilitates the development of drug discovery. In this paper, drug similarity and target similarity are considered, and graphical
representations are used to extract internal structural information and intermolecular interaction information about drugs and targets. First, drug similarity and target similarity are fused using the similarity network fusion (SNF) method. Then, the graph isomorphic network (GIN) is used to extract
the features with information about the internal structure of drug molecules. For target proteins, feature extraction is carried out using TextCNN to efficiently capture the features of target protein sequences. Three different divisions (CVD, CVP, CVT) are used on the standard dataset, and
experiments are carried out separately to validate the performance of the model for drug-target interaction prediction. The experimental results show that our method achieves better results on AUC and AUPR. The docking results also show the superiority of the proposed model in predicting drug-target
interactions.",1,"Detecting Drug-Target Interactions with Feature Similarity Fusion and Molecular Graphs. The key to drug discovery is the identification of a target and a corresponding drug compound. Effective identification of drug-target interactions facilitates the development of drug discovery. In this paper, drug similarity and target similarity are considered, and graphical
representations are used to extract internal structural information and intermolecular interaction information about drugs and targets. First, drug similarity and target similarity are fused using the similarity network fusion (SNF) method. Then, the graph isomorphic network (GIN) is used to extract
the features with information about the internal structure of drug molecules. For target proteins, feature extraction is carried out using TextCNN to efficiently capture the features of target protein sequences. Three different divisions (CVD, CVP, CVT) are used on the standard dataset, and
experiments are carried out separately to validate the performance of the model for drug-target interaction prediction. The experimental results show that our method achieves better results on AUC and AUPR. The docking results also show the superiority of the proposed model in predicting drug-target
interactions."
Predicting Drug-Target Affinity by Learning Protein Knowledge From Biological Networks.,37018115,"Predicting drug-target affinity (DTA) is a crucial step in the process of drug discovery. Efficient and accurate prediction of DTA would greatly reduce the time and economic cost of new drug development, which has encouraged the emergence of a large number of deep learning-based DTA
prediction methods. In terms of the representation of target proteins, current methods can be classified into 1D sequence- and 2D-protein graph-based methods. However, both two approaches focused only on the inherent properties of the target protein, but neglected the broad prior knowledge regarding
protein interactions that have been clearly elucidated in past decades. Aiming at the above issue, this work presents an end-to-end DTA prediction method named MSF-DTA (Multi-Source Feature Fusion-based Drug-Target Affinity). The contributions can be summarized as follows. First, MSF-DTA adopts a
novel ""neighboring feature""-based protein representation. Instead of utilizing only the inherent features of a target protein, MSF-DTA gathers additional information for the target protein from its biologically related ""neighboring"" proteins in PPI (i.e., protein-protein interaction) and SSN (i.e.,
sequence similarity) networks to get prior knowledge. Second, the representation was learned using an advanced graph pre-training framework, VGAE, which could not only gather node features but also learn topological connections, therefore contributing to a richer protein representation and
benefiting the downstream DTA prediction task. This study provides new perspective for the DTA prediction task, and evaluation results demonstrated that MSF-DTA obtained superior performances compared to current state-of-the-art methods.",0,"Predicting Drug-Target Affinity by Learning Protein Knowledge From Biological Networks. Predicting drug-target affinity (DTA) is a crucial step in the process of drug discovery. Efficient and accurate prediction of DTA would greatly reduce the time and economic cost of new drug development, which has encouraged the emergence of a large number of deep learning-based DTA
prediction methods. In terms of the representation of target proteins, current methods can be classified into 1D sequence- and 2D-protein graph-based methods. However, both two approaches focused only on the inherent properties of the target protein, but neglected the broad prior knowledge regarding
protein interactions that have been clearly elucidated in past decades. Aiming at the above issue, this work presents an end-to-end DTA prediction method named MSF-DTA (Multi-Source Feature Fusion-based Drug-Target Affinity). The contributions can be summarized as follows. First, MSF-DTA adopts a
novel ""neighboring feature""-based protein representation. Instead of utilizing only the inherent features of a target protein, MSF-DTA gathers additional information for the target protein from its biologically related ""neighboring"" proteins in PPI (i.e., protein-protein interaction) and SSN (i.e.,
sequence similarity) networks to get prior knowledge. Second, the representation was learned using an advanced graph pre-training framework, VGAE, which could not only gather node features but also learn topological connections, therefore contributing to a richer protein representation and
benefiting the downstream DTA prediction task. This study provides new perspective for the DTA prediction task, and evaluation results demonstrated that MSF-DTA obtained superior performances compared to current state-of-the-art methods."
"Cuproptosis gene-related, neural network-based prognosis prediction and drug-target prediction for KIRC.",38131663,"Kidney renal clear cell carcinoma (KIRC), as a common case in renal cell carcinoma (RCC), has the risk of postoperative recurrence, thus its prognosis is poor and its prognostic markers are usually based on imaging methods, which have the problem of low specificity. In addition,
cuproptosis, as a novel mode of cell death, has been used as a biomarker to predict disease in many cancers in recent years, which also provides an important basis for prognostic prediction in KIRC. For postoperative patients with KIRC, an important means of preventing disease recurrence is
pharmacological treatment, and thus matching the appropriate drug to the specific patient's target is also particularly important. With the development of neural networks, their predictive performance in the field of medical big data has surpassed that of traditional methods, and this also applies
to the field of prognosis prediction and drug-target prediction. The purpose of this study is to screen for cuproptosis genes related to the prognosis of KIRC and to establish a deep neural network (DNN) model for patient risk prediction, while also developing a personalized nomogram model for
predicting patient survival. In addition, sensitivity drugs for KIRC were screened, and a graph neural network (GNN) model was established to predict the targets of the drugs, in order to discover potential drug action sites and provide new treatment ideas for KIRC. We used the Cancer Genome Atlas
(TCGA) database, International Cancer Genome Consortium (ICGC) database, and DrugBank database for our study. Differentially expressed genes (DEGs) were screened using TCGA data, and then a DNN-based risk prediction model was built and validated using ICGC data. Subsequently, the differences between
high- and low-risk groups were analyzed and KIRC-sensitive drugs were screened, and finally a GNN model was trained using DrugBank data to predict the relevant targets of these drugs. A prognostic model was built by screening 10 significantly different cuproptosis-related genes, the model had an AUC
of 0.739 on the training set (TCGA data) and an AUC of 0.707 on the validation set (ICGC data), which demonstrated a good predictive performance. Based on the prognostic model in this paper, patients were also classified into high- and low-risk groups, and functional analyses were performed. In
addition, 251 drugs were screened for sensitivity, and four drugs were ultimately found to have high sensitivity, with 5-Fluorouracil having the best inhibitory effect, and subsequently their corresponding targets were also predicted by GraphSAGE, with the most prominent targets including Cytochrome
P450 2D6, UDP-glucuronosyltransferase 1A, and Proto-oncogene tyrosine-protein kinase receptor Ret. Notably, the average accuracy of GraphSAGE was 0.817 ± 0.013, which was higher than that of GAT and GTN. Our KIRC risk prediction model, constructed using 10 cuproptosis-related genes, had good
independent prognostic ability. In addition, we screened four highly sensitive drugs and predicted relevant targets for these four drugs that might treat KIRC. Finally, literature research revealed that four drug-target interactions have been demonstrated in previous studies and the remaining
targets are potential sites of drug action for future research.",1,"Cuproptosis gene-related, neural network-based prognosis prediction and drug-target prediction for KIRC. Kidney renal clear cell carcinoma (KIRC), as a common case in renal cell carcinoma (RCC), has the risk of postoperative recurrence, thus its prognosis is poor and its prognostic markers are usually based on imaging methods, which have the problem of low specificity. In addition,
cuproptosis, as a novel mode of cell death, has been used as a biomarker to predict disease in many cancers in recent years, which also provides an important basis for prognostic prediction in KIRC. For postoperative patients with KIRC, an important means of preventing disease recurrence is
pharmacological treatment, and thus matching the appropriate drug to the specific patient's target is also particularly important. With the development of neural networks, their predictive performance in the field of medical big data has surpassed that of traditional methods, and this also applies
to the field of prognosis prediction and drug-target prediction. The purpose of this study is to screen for cuproptosis genes related to the prognosis of KIRC and to establish a deep neural network (DNN) model for patient risk prediction, while also developing a personalized nomogram model for
predicting patient survival. In addition, sensitivity drugs for KIRC were screened, and a graph neural network (GNN) model was established to predict the targets of the drugs, in order to discover potential drug action sites and provide new treatment ideas for KIRC. We used the Cancer Genome Atlas
(TCGA) database, International Cancer Genome Consortium (ICGC) database, and DrugBank database for our study. Differentially expressed genes (DEGs) were screened using TCGA data, and then a DNN-based risk prediction model was built and validated using ICGC data. Subsequently, the differences between
high- and low-risk groups were analyzed and KIRC-sensitive drugs were screened, and finally a GNN model was trained using DrugBank data to predict the relevant targets of these drugs. A prognostic model was built by screening 10 significantly different cuproptosis-related genes, the model had an AUC
of 0.739 on the training set (TCGA data) and an AUC of 0.707 on the validation set (ICGC data), which demonstrated a good predictive performance. Based on the prognostic model in this paper, patients were also classified into high- and low-risk groups, and functional analyses were performed. In
addition, 251 drugs were screened for sensitivity, and four drugs were ultimately found to have high sensitivity, with 5-Fluorouracil having the best inhibitory effect, and subsequently their corresponding targets were also predicted by GraphSAGE, with the most prominent targets including Cytochrome
P450 2D6, UDP-glucuronosyltransferase 1A, and Proto-oncogene tyrosine-protein kinase receptor Ret. Notably, the average accuracy of GraphSAGE was 0.817 ± 0.013, which was higher than that of GAT and GTN. Our KIRC risk prediction model, constructed using 10 cuproptosis-related genes, had good
independent prognostic ability. In addition, we screened four highly sensitive drugs and predicted relevant targets for these four drugs that might treat KIRC. Finally, literature research revealed that four drug-target interactions have been demonstrated in previous studies and the remaining
targets are potential sites of drug action for future research."
