Title,PMID,Abstract,Docking,text
Identification of Ellagic acid analogues as potent inhibitor of protein Kinase CK2:A chemopreventive role in oral Cancer.,25780276,"Over expression of Protein kinase (CK2) suppresses apoptosis induced by a variety of agents, whereas down-regulation of CK2 sensitizes cells to induction of apoptosis. In this study, we have built quantitative structure activity relationship (QSAR) models, which were trained and tested on experimentally verified 38 enzyme׳s inhibitors having inhibitory value IC50 in µM. These inhibitors were docked at the active site of CK2 (PDB id: 2ZJW) using AutoDock software, which resulted in energy-based descriptors such as binding energy, intermol energy, torsional energy, internal energy and docking energy. For QSAR modeling, Multiple Linear Regression (MLR) model was engendered using energy-based descriptors yielding correlation coefficient r(2) of 0.4645. To assess the predictive performance of QSAR models, different cross-validation procedures were adopted. Our results suggests that ligand-receptor binding interactions for CK2 employing QSAR modeling seems to be a promising approach for prediction of IC50 value of a new ligand molecule against CK2.Further, twenty analogues of ellagic acid were docked with CK2 structure. After docking, two compounds CID 46229200 and CID 10003463 had lower docking energy even lower than standard control Ellagic acid with CK2 was selected as potent candidate drugs for Oral cancer. The biological activity of two compounds in terms of IC50 was predicted based on QSAR model, which could be used as a guideline for anticancerous activity of compounds before their synthesis.",1,"Identification of Ellagic acid analogues as potent inhibitor of protein Kinase CK2:A chemopreventive role in oral Cancer. Over expression of Protein kinase (CK2) suppresses apoptosis induced by a variety of agents, whereas down-regulation of CK2 sensitizes cells to induction of apoptosis. In this study, we have built quantitative structure activity relationship (QSAR) models, which were trained and tested on experimentally verified 38 enzyme׳s inhibitors having inhibitory value IC50 in µM. These inhibitors were docked at the active site of CK2 (PDB id: 2ZJW) using AutoDock software, which resulted in energy-based descriptors such as binding energy, intermol energy, torsional energy, internal energy and docking energy. For QSAR modeling, Multiple Linear Regression (MLR) model was engendered using energy-based descriptors yielding correlation coefficient r(2) of 0.4645. To assess the predictive performance of QSAR models, different cross-validation procedures were adopted. Our results suggests that ligand-receptor binding interactions for CK2 employing QSAR modeling seems to be a promising approach for prediction of IC50 value of a new ligand molecule against CK2.Further, twenty analogues of ellagic acid were docked with CK2 structure. After docking, two compounds CID 46229200 and CID 10003463 had lower docking energy even lower than standard control Ellagic acid with CK2 was selected as potent candidate drugs for Oral cancer. The biological activity of two compounds in terms of IC50 was predicted based on QSAR model, which could be used as a guideline for anticancerous activity of compounds before their synthesis."
GANsDTA: Predicting Drug-Target Binding Affinity Using GANs.,31993067,"The computational prediction of interactions between drugs and targets is a standing challenge in drug discovery. State-of-the-art methods for drug-target interaction prediction are primarily based on supervised machine learning with known label information. However, in biomedicine, obtaining labeled training data is an expensive and a laborious process. This paper proposes a semi-supervised generative adversarial networks (GANs)-based method to predict binding affinity. Our method comprises two parts, two GANs for feature extraction and a regression network for prediction. The semi-supervised mechanism allows our model to learn proteins drugs features of both labeled and unlabeled data. We evaluate the performance of our method using multiple public datasets. Experimental results demonstrate that our method achieves competitive performance while utilizing freely available unlabeled data. Our results suggest that utilizing such unlabeled data can considerably help improve performance in various biomedical relation extraction processes, for example, Drug-Target interaction and protein-protein interaction, particularly when only limited labeled data are available in such tasks. To our best knowledge, this is the first semi-supervised GANs-based method to predict binding affinity.",0,"GANsDTA: Predicting Drug-Target Binding Affinity Using GANs. The computational prediction of interactions between drugs and targets is a standing challenge in drug discovery. State-of-the-art methods for drug-target interaction prediction are primarily based on supervised machine learning with known label information. However, in biomedicine, obtaining labeled training data is an expensive and a laborious process. This paper proposes a semi-supervised generative adversarial networks (GANs)-based method to predict binding affinity. Our method comprises two parts, two GANs for feature extraction and a regression network for prediction. The semi-supervised mechanism allows our model to learn proteins drugs features of both labeled and unlabeled data. We evaluate the performance of our method using multiple public datasets. Experimental results demonstrate that our method achieves competitive performance while utilizing freely available unlabeled data. Our results suggest that utilizing such unlabeled data can considerably help improve performance in various biomedical relation extraction processes, for example, Drug-Target interaction and protein-protein interaction, particularly when only limited labeled data are available in such tasks. To our best knowledge, this is the first semi-supervised GANs-based method to predict binding affinity."
PharmDock: a pharmacophore-based docking program.,24739488,"Background: Protein-based pharmacophore models are enriched with the information of potential interactions between ligands and the protein target. We have shown in a previous study that protein-based pharmacophore models can be applied for ligand pose prediction and pose ranking. In this publication, we present a new pharmacophore-based docking program PharmDock that combines pose sampling and ranking based on optimized protein-based pharmacophore models with local optimization using an empirical scoring function. Results: Tests of PharmDock on ligand pose prediction, binding affinity estimation, compound ranking and virtual screening yielded comparable or better performance to existing and widely used docking programs. The docking program comes with an easy-to-use GUI within PyMOL. Two features have been incorporated in the program suite that allow for user-defined guidance of the docking process based on previous experimental data. Docking with those features demonstrated superior performance compared to unbiased docking. Conclusion: A protein pharmacophore-based docking program, PharmDock, has been made available with a PyMOL plugin. PharmDock and the PyMOL plugin are freely available from http://people.pharmacy.purdue.edu/~mlill/software/pharmdock.",1,"PharmDock: a pharmacophore-based docking program. Background: Protein-based pharmacophore models are enriched with the information of potential interactions between ligands and the protein target. We have shown in a previous study that protein-based pharmacophore models can be applied for ligand pose prediction and pose ranking. In this publication, we present a new pharmacophore-based docking program PharmDock that combines pose sampling and ranking based on optimized protein-based pharmacophore models with local optimization using an empirical scoring function. Results: Tests of PharmDock on ligand pose prediction, binding affinity estimation, compound ranking and virtual screening yielded comparable or better performance to existing and widely used docking programs. The docking program comes with an easy-to-use GUI within PyMOL. Two features have been incorporated in the program suite that allow for user-defined guidance of the docking process based on previous experimental data. Docking with those features demonstrated superior performance compared to unbiased docking. Conclusion: A protein pharmacophore-based docking program, PharmDock, has been made available with a PyMOL plugin. PharmDock and the PyMOL plugin are freely available from http://people.pharmacy.purdue.edu/~mlill/software/pharmdock."
Deciphering the pharmacological mechanisms of Scutellaria baicalensis Georgi on oral leukoplakia by combining network pharmacology,35667260,"Oral leukoplakia (OLK), an uncharacterized pathological condition that occurs as a white patch in the oral mucosa, is the most common precancerous condition. Scutellaria baicalensis Georgi (SBG) is a medicinal plant with a wide range of pharmacological effects. Increased evidence shows that SBG has potential therapeutic effects on OLK. However, the therapeutic mechanisms of SBG against OLK have not yet been completely elucidated. This study aimed to clarify the active components and multi-target mechanisms of SBG against OLK via network pharmacology, molecular docking and experimental evaluations. The active components and related targets of SBG were screened by the TCMSP database and Swiss Target Prediction database. Potential therapeutic targets of OLK were collected using the GeneCards and OMIM databases. Then, we established protein-protein interaction (PPI), compound-target-disease (C-T-D), and compound-target-pathway (C-T-P) networks by Cytoscape to identify the main components, core targets, and pharmacological pathways of SBG against OLK via applying data mining techniques and topological parameters. Metascape database was utilized for GO and KEGG pathway analysis. Molecular docking techniques were used to estimate the binding force between the components and the hub genes. Subsequently, a series of in vitro experiments, specifically CCK-8 assay, clone formation assay, wound healing assay, flow cytometry, RT-qPCR and western blotting were conducted for further verification. There were 25 active components and 31 related target genes in SBG against OLK. PPI analysis showed that Akt1, VEGFA, EGFR, HIF1A and PTGS2 shared the highest centrality among all target genes. KEGG pathway analysis found that PI3K-Akt signaling pathway may occupy core status in the anti-OLK system. Molecular docking results showed that the main active components of SBG had a strong binding affinity to the hub genes. In vitro experiments showed that the leading component baicalein may inhibit proliferation, block cells in the S phase, induce DOK cell apoptosis, and downregulate the mRNA expression of 5 hub genes by inhibiting PI3K/Akt signaling pathway activation. The most predominant component of SBG against OLK was baicalein and the key pathway was PI3K/Akt. The main components and hub genes had robust binding abilities. In vitro experiments showed that baicalein could inhibit the proliferation of DOK cells, induce apoptosis, block the cell cycle, and inhibit the mRNA expression level of the hub genes by inhibiting the PI3K/Akt pathway.",1,"Deciphering the pharmacological mechanisms of Scutellaria baicalensis Georgi on oral leukoplakia by combining network pharmacology Oral leukoplakia (OLK), an uncharacterized pathological condition that occurs as a white patch in the oral mucosa, is the most common precancerous condition. Scutellaria baicalensis Georgi (SBG) is a medicinal plant with a wide range of pharmacological effects. Increased evidence shows that SBG has potential therapeutic effects on OLK. However, the therapeutic mechanisms of SBG against OLK have not yet been completely elucidated. This study aimed to clarify the active components and multi-target mechanisms of SBG against OLK via network pharmacology, molecular docking and experimental evaluations. The active components and related targets of SBG were screened by the TCMSP database and Swiss Target Prediction database. Potential therapeutic targets of OLK were collected using the GeneCards and OMIM databases. Then, we established protein-protein interaction (PPI), compound-target-disease (C-T-D), and compound-target-pathway (C-T-P) networks by Cytoscape to identify the main components, core targets, and pharmacological pathways of SBG against OLK via applying data mining techniques and topological parameters. Metascape database was utilized for GO and KEGG pathway analysis. Molecular docking techniques were used to estimate the binding force between the components and the hub genes. Subsequently, a series of in vitro experiments, specifically CCK-8 assay, clone formation assay, wound healing assay, flow cytometry, RT-qPCR and western blotting were conducted for further verification. There were 25 active components and 31 related target genes in SBG against OLK. PPI analysis showed that Akt1, VEGFA, EGFR, HIF1A and PTGS2 shared the highest centrality among all target genes. KEGG pathway analysis found that PI3K-Akt signaling pathway may occupy core status in the anti-OLK system. Molecular docking results showed that the main active components of SBG had a strong binding affinity to the hub genes. In vitro experiments showed that the leading component baicalein may inhibit proliferation, block cells in the S phase, induce DOK cell apoptosis, and downregulate the mRNA expression of 5 hub genes by inhibiting PI3K/Akt signaling pathway activation. The most predominant component of SBG against OLK was baicalein and the key pathway was PI3K/Akt. The main components and hub genes had robust binding abilities. In vitro experiments showed that baicalein could inhibit the proliferation of DOK cells, induce apoptosis, block the cell cycle, and inhibit the mRNA expression level of the hub genes by inhibiting the PI3K/Akt pathway."
Structure-Based Virtual Screening of Tumor Necrosis Factor-α Inhibitors by Cheminformatics Approaches and Bio-Molecular Simulation.,33671607,"Tumor necrosis factor-α (TNF-α) is a drug target in rheumatoid arthritis and several other auto-immune disorders. TNF-α binds with TNF receptors (TNFR), located on the surface of several immunological cells to exert its effect. Hence, the use of inhibitors that can hinder the complex formation of TNF-α/TNFR can be of medicinal significance. In this study, multiple chem-informatics approaches, including descriptor-based screening, 2D-similarity searching, and pharmacophore modelling were applied to screen new TNF-α inhibitors. Subsequently, multiple-docking protocols were used, and four-fold post-docking results were analyzed by consensus approach. After structure-based virtual screening, seventeen compounds were mutually ranked in top-ranked position by all the docking programs. Those identified hits target TNF-α dimer and effectively block TNF-α/TNFR interface. The predicted pharmacokinetics and physiological properties of the selected hits revealed that, out of seventeen, seven compounds (4, 5, 10, 11, 13-15) possessed excellent ADMET profile. These seven compounds plus three more molecules (7, 8 and 9) were chosen for molecular dynamics simulation studies to probe into ligand-induced structural and dynamic behavior of TNF-α, followed by ligand-TNF-α binding free energy calculation using MM-PBSA. The MM-PBSA calculations revealed that compounds 4, 5, 7 and 9 possess highest affinity for TNF-α; 8, 11, 13-15 exhibited moderate affinities, while compound 10 showed weaker binding affinity with TNF-α. This study provides valuable insights to design more potent and selective inhibitors of TNF-α, that will help to treat inflammatory disorders.",1,"Structure-Based Virtual Screening of Tumor Necrosis Factor-α Inhibitors by Cheminformatics Approaches and Bio-Molecular Simulation. Tumor necrosis factor-α (TNF-α) is a drug target in rheumatoid arthritis and several other auto-immune disorders. TNF-α binds with TNF receptors (TNFR), located on the surface of several immunological cells to exert its effect. Hence, the use of inhibitors that can hinder the complex formation of TNF-α/TNFR can be of medicinal significance. In this study, multiple chem-informatics approaches, including descriptor-based screening, 2D-similarity searching, and pharmacophore modelling were applied to screen new TNF-α inhibitors. Subsequently, multiple-docking protocols were used, and four-fold post-docking results were analyzed by consensus approach. After structure-based virtual screening, seventeen compounds were mutually ranked in top-ranked position by all the docking programs. Those identified hits target TNF-α dimer and effectively block TNF-α/TNFR interface. The predicted pharmacokinetics and physiological properties of the selected hits revealed that, out of seventeen, seven compounds (4, 5, 10, 11, 13-15) possessed excellent ADMET profile. These seven compounds plus three more molecules (7, 8 and 9) were chosen for molecular dynamics simulation studies to probe into ligand-induced structural and dynamic behavior of TNF-α, followed by ligand-TNF-α binding free energy calculation using MM-PBSA. The MM-PBSA calculations revealed that compounds 4, 5, 7 and 9 possess highest affinity for TNF-α; 8, 11, 13-15 exhibited moderate affinities, while compound 10 showed weaker binding affinity with TNF-α. This study provides valuable insights to design more potent and selective inhibitors of TNF-α, that will help to treat inflammatory disorders."
Integrating Biological Networks for Drug Target Prediction and Prioritization.,30547444,"Computational prediction of the clinical success or failure of a potential drug target for therapeutic use is a challenging problem. Novel network propagation algorithms that integrate heterogeneous biological networks are proving useful for drug target identification and prioritization. These approaches typically utilize a network describing relationships between targets, a method to disseminate the relevant information through the network, and a method to elucidate new associations between targets and diseases. Here, we utilize one such network propagation-based approach, DTINet, which starts with diffusion component analysis of networks of both potential drug targets and diseases. Then an inductive matrix completion algorithm is applied to identify novel disease targets based on their network topological similarities with known disease targets with successfully launched drugs. DTINet performed well as assessed with area under the precision-recall curve (AUPR = 0.88 ± 0.007) and area under the receiver operating characteristic curve (AUROC = 0.86 ± 0.008). These metrics improved when we combined data from multiple networks in the target space but reduced significantly when we used a more conservative method to define negative controls (AUPR = 0.56 ± 0.007, AUROC = 0.57 ± 0.007). We are optimistic that integration of more relevant and cleaner datasets and networks, careful calibration of model parameters, as well as algorithmic improvements will improve prediction accuracy. However, we also recognize that predicting drug targets that are likely to be successful is an extremely challenging problem due to its complex nature and sparsity of known disease targets.",0,"Integrating Biological Networks for Drug Target Prediction and Prioritization. Computational prediction of the clinical success or failure of a potential drug target for therapeutic use is a challenging problem. Novel network propagation algorithms that integrate heterogeneous biological networks are proving useful for drug target identification and prioritization. These approaches typically utilize a network describing relationships between targets, a method to disseminate the relevant information through the network, and a method to elucidate new associations between targets and diseases. Here, we utilize one such network propagation-based approach, DTINet, which starts with diffusion component analysis of networks of both potential drug targets and diseases. Then an inductive matrix completion algorithm is applied to identify novel disease targets based on their network topological similarities with known disease targets with successfully launched drugs. DTINet performed well as assessed with area under the precision-recall curve (AUPR = 0.88 ± 0.007) and area under the receiver operating characteristic curve (AUROC = 0.86 ± 0.008). These metrics improved when we combined data from multiple networks in the target space but reduced significantly when we used a more conservative method to define negative controls (AUPR = 0.56 ± 0.007, AUROC = 0.57 ± 0.007). We are optimistic that integration of more relevant and cleaner datasets and networks, careful calibration of model parameters, as well as algorithmic improvements will improve prediction accuracy. However, we also recognize that predicting drug targets that are likely to be successful is an extremely challenging problem due to its complex nature and sparsity of known disease targets."
"D3CARP: a comprehensive platform with multiple-conformation based docking, ligand similarity search and deep learning approaches for target prediction and virtual screening.",37536095,"Resource- and time-consuming biological experiments are unavoidable in traditional drug discovery, which have directly driven the evolution of various computational algorithms and tools for drug-target interaction (DTI) prediction. For improving the prediction reliability, a comprehensive platform is highly expected as some previously reported webservers are small in scale, single-method, or even out of service. In this study, we integrated the multiple-conformation based docking, 2D/3D ligand similarity search and deep learning approaches to construct a comprehensive webserver, namely D3CARP, for target prediction and virtual screening. Specifically, 9352 conformations with positive control of 1970 targets were used for molecular docking, and approximately 2 million target-ligand pairs were used for 2D/3D ligand similarity search and deep learning. Besides, the positive compounds were added as references, and related diseases of therapeutic targets were annotated for further disease-based DTI study. The accuracies of the molecular docking and deep learning approaches were 0.44 and 0.89, respectively. And the average accuracy of five ligand similarity searches was 0.94. The strengths of D3CARP encompass the support for multiple computational methods, ensemble docking, utilization of positive controls as references, cross-validation of predicted outcomes, diverse disease types, and broad applicability in drug discovery. The D3CARP is freely accessible at https://www.d3pharma.com/D3CARP/index.php.",1,"D3CARP: a comprehensive platform with multiple-conformation based docking, ligand similarity search and deep learning approaches for target prediction and virtual screening. Resource- and time-consuming biological experiments are unavoidable in traditional drug discovery, which have directly driven the evolution of various computational algorithms and tools for drug-target interaction (DTI) prediction. For improving the prediction reliability, a comprehensive platform is highly expected as some previously reported webservers are small in scale, single-method, or even out of service. In this study, we integrated the multiple-conformation based docking, 2D/3D ligand similarity search and deep learning approaches to construct a comprehensive webserver, namely D3CARP, for target prediction and virtual screening. Specifically, 9352 conformations with positive control of 1970 targets were used for molecular docking, and approximately 2 million target-ligand pairs were used for 2D/3D ligand similarity search and deep learning. Besides, the positive compounds were added as references, and related diseases of therapeutic targets were annotated for further disease-based DTI study. The accuracies of the molecular docking and deep learning approaches were 0.44 and 0.89, respectively. And the average accuracy of five ligand similarity searches was 0.94. The strengths of D3CARP encompass the support for multiple computational methods, ensemble docking, utilization of positive controls as references, cross-validation of predicted outcomes, diverse disease types, and broad applicability in drug discovery. The D3CARP is freely accessible at https://www.d3pharma.com/D3CARP/index.php."
Inferring Drug-Target Interactions Based on Random Walk and Convolutional Neural Network.,33729947,"Computational strategies for identifying new drug-target interactions (DTIs) can guide the process of drug discovery, reduce the cost and time of drug development, and thus promote drug development. Most recently proposed methods predict DTIs via integration of heterogeneous data related to drugs and proteins. However, previous methods have failed to deeply integrate these heterogeneous data and learn deep feature representations of multiple original similarities and interactions related to drugs and proteins. We therefore constructed a heterogeneous network by integrating a variety of connection relationships about drugs and proteins, including drugs, proteins, and drug side effects, as well as their similarities, interactions, and associations. A DTI prediction method based on random walk and convolutional neural network was proposed and referred to as DTIPred. DTIPred not only takes advantage of various original features related to drugs and proteins, but also integrates the topological information of heterogeneous networks. The prediction model is composed of two sides and learns the deep feature representation of a drug-protein pair. On the left side, random walk with restart is applied to learn the topological vectors of drug and protein nodes. The topological representation is further learned by the constructed deep learning frame based on convolutional neural network. The right side of the model focuses on integrating multiple original similarities and interactions of drugs and proteins to learn the original representation of the drug-protein pair. The results of cross-validation experiments demonstrate that DTIPred achieves better prediction performance than several state-of-the-art methods. During the validation process, DTIPred can retrieve more actual drug-protein interactions within the top part of the predicted results, which may be more helpful to biologists. In addition, case studies on five drugs further demonstrate the ability of DTIPred to discover potential drug-protein interactions.",0,"Inferring Drug-Target Interactions Based on Random Walk and Convolutional Neural Network. Computational strategies for identifying new drug-target interactions (DTIs) can guide the process of drug discovery, reduce the cost and time of drug development, and thus promote drug development. Most recently proposed methods predict DTIs via integration of heterogeneous data related to drugs and proteins. However, previous methods have failed to deeply integrate these heterogeneous data and learn deep feature representations of multiple original similarities and interactions related to drugs and proteins. We therefore constructed a heterogeneous network by integrating a variety of connection relationships about drugs and proteins, including drugs, proteins, and drug side effects, as well as their similarities, interactions, and associations. A DTI prediction method based on random walk and convolutional neural network was proposed and referred to as DTIPred. DTIPred not only takes advantage of various original features related to drugs and proteins, but also integrates the topological information of heterogeneous networks. The prediction model is composed of two sides and learns the deep feature representation of a drug-protein pair. On the left side, random walk with restart is applied to learn the topological vectors of drug and protein nodes. The topological representation is further learned by the constructed deep learning frame based on convolutional neural network. The right side of the model focuses on integrating multiple original similarities and interactions of drugs and proteins to learn the original representation of the drug-protein pair. The results of cross-validation experiments demonstrate that DTIPred achieves better prediction performance than several state-of-the-art methods. During the validation process, DTIPred can retrieve more actual drug-protein interactions within the top part of the predicted results, which may be more helpful to biologists. In addition, case studies on five drugs further demonstrate the ability of DTIPred to discover potential drug-protein interactions."
Improving drug-target affinity prediction via feature fusion and knowledge distillation.,37099690,"Rapid and accurate prediction of drug-target affinity can accelerate and improve the drug discovery process. Recent studies show that deep learning models may have the potential to provide fast and accurate drug-target affinity prediction. However, the existing deep learning models still have their own disadvantages that make it difficult to complete the task satisfactorily. Complex-based models rely heavily on the time-consuming docking process, and complex-free models lacks interpretability. In this study, we introduced a novel knowledge-distillation insights drug-target affinity prediction model with feature fusion inputs to make fast, accurate and explainable predictions. We benchmarked the model on public affinity prediction and virtual screening dataset. The results show that it outperformed previous state-of-the-art models and achieved comparable performance to previous complex-based models. Finally, we study the interpretability of this model through visualization and find it can provide meaningful explanations for pairwise interaction. We believe this model can further improve the drug-target affinity prediction for its higher accuracy and reliable interpretability.",1,"Improving drug-target affinity prediction via feature fusion and knowledge distillation. Rapid and accurate prediction of drug-target affinity can accelerate and improve the drug discovery process. Recent studies show that deep learning models may have the potential to provide fast and accurate drug-target affinity prediction. However, the existing deep learning models still have their own disadvantages that make it difficult to complete the task satisfactorily. Complex-based models rely heavily on the time-consuming docking process, and complex-free models lacks interpretability. In this study, we introduced a novel knowledge-distillation insights drug-target affinity prediction model with feature fusion inputs to make fast, accurate and explainable predictions. We benchmarked the model on public affinity prediction and virtual screening dataset. The results show that it outperformed previous state-of-the-art models and achieved comparable performance to previous complex-based models. Finally, we study the interpretability of this model through visualization and find it can provide meaningful explanations for pairwise interaction. We believe this model can further improve the drug-target affinity prediction for its higher accuracy and reliable interpretability."
PLANET: A Multi-objective Graph Neural Network Model for Protein-Ligand Binding Affinity Prediction.,37319418,"Predicting protein-ligand binding affinity is a central issue in drug design. Various deep learning models have been published in recent years, where many of them rely on 3D protein-ligand complex structures as input and tend to focus on the single task of reproducing binding affinity. In this study, we have developed a graph neural network model called PLANET (Protein-Ligand Affinity prediction NETwork). This model takes the graph-represented 3D structure of the binding pocket on the target protein and the 2D chemical structure of the ligand molecule as input. It was trained through a multi-objective process with three related tasks, including deriving the protein-ligand binding affinity, protein-ligand contact map, and ligand distance matrix. Besides the protein-ligand complexes with known binding affinity data retrieved from the PDBbind database, a large number of non-binder decoys were also added to the training data for deriving the final model of PLANET. When tested on the CASF-2016 benchmark, PLANET exhibited a scoring power comparable to the best result yielded by other deep learning models as well as a reasonable ranking power and docking power. In virtual screening trials conducted on the DUD-E benchmark, PLANET's performance was notably better than several deep learning and machine learning models. As on the LIT-PCBA benchmark, PLANET achieved comparable accuracy as the conventional docking program Glide, but it only spent less than 1% of Glide's computation time to finish the same job because PLANET did not need exhaustive conformational sampling. Considering the decent accuracy and efficiency of PLANET in binding affinity prediction, it may become a useful tool for conducting large-scale virtual screening.",1,"PLANET: A Multi-objective Graph Neural Network Model for Protein-Ligand Binding Affinity Prediction. Predicting protein-ligand binding affinity is a central issue in drug design. Various deep learning models have been published in recent years, where many of them rely on 3D protein-ligand complex structures as input and tend to focus on the single task of reproducing binding affinity. In this study, we have developed a graph neural network model called PLANET (Protein-Ligand Affinity prediction NETwork). This model takes the graph-represented 3D structure of the binding pocket on the target protein and the 2D chemical structure of the ligand molecule as input. It was trained through a multi-objective process with three related tasks, including deriving the protein-ligand binding affinity, protein-ligand contact map, and ligand distance matrix. Besides the protein-ligand complexes with known binding affinity data retrieved from the PDBbind database, a large number of non-binder decoys were also added to the training data for deriving the final model of PLANET. When tested on the CASF-2016 benchmark, PLANET exhibited a scoring power comparable to the best result yielded by other deep learning models as well as a reasonable ranking power and docking power. In virtual screening trials conducted on the DUD-E benchmark, PLANET's performance was notably better than several deep learning and machine learning models. As on the LIT-PCBA benchmark, PLANET achieved comparable accuracy as the conventional docking program Glide, but it only spent less than 1% of Glide's computation time to finish the same job because PLANET did not need exhaustive conformational sampling. Considering the decent accuracy and efficiency of PLANET in binding affinity prediction, it may become a useful tool for conducting large-scale virtual screening."
Novel Compound-Target Interactions Prediction for the Herbal Formula Hua-Yu-Qiang-Shen-Tong-Bi-Fang.,31366827,"Herbal formulae have a long history in clinical medicine in Asia. While the complexity of the formulae leads to the complex compound-target interactions and the resultant multi-target therapeutic effects, it is difficult to elucidate the molecular/therapeutic mechanism of action for the many formulae. For example, the Hua-Yu-Qiang-Shen-Tong-Bi-Fang (TBF), an herbal formula of Chinese medicine, has been used for treating rheumatoid arthritis. However, the target information of a great number of compounds from the TBF formula is missing. In this study, we predicted the targets of the compounds from the TBF formula via network analysis and in silico computing. Initially, the information of the phytochemicals contained in the plants of the herbal formula was collected, and subsequently computed to their corresponding fingerprints for the sake of structural similarity calculation. Then a compound structural similarity network infused with available target information was constructed. Five local similarity indices were used and compared for their performance on predicting the potential new targets of the compounds. Finally, the Preferential Attachment Index was selected for it having an area under curve (AUC) of 0.886, which outperforms the other four algorithms in predicting the compound-target interactions. This method could provide a promising direction for identifying the compound-target interactions of herbal formulae in silico.",0,"Novel Compound-Target Interactions Prediction for the Herbal Formula Hua-Yu-Qiang-Shen-Tong-Bi-Fang. Herbal formulae have a long history in clinical medicine in Asia. While the complexity of the formulae leads to the complex compound-target interactions and the resultant multi-target therapeutic effects, it is difficult to elucidate the molecular/therapeutic mechanism of action for the many formulae. For example, the Hua-Yu-Qiang-Shen-Tong-Bi-Fang (TBF), an herbal formula of Chinese medicine, has been used for treating rheumatoid arthritis. However, the target information of a great number of compounds from the TBF formula is missing. In this study, we predicted the targets of the compounds from the TBF formula via network analysis and in silico computing. Initially, the information of the phytochemicals contained in the plants of the herbal formula was collected, and subsequently computed to their corresponding fingerprints for the sake of structural similarity calculation. Then a compound structural similarity network infused with available target information was constructed. Five local similarity indices were used and compared for their performance on predicting the potential new targets of the compounds. Finally, the Preferential Attachment Index was selected for it having an area under curve (AUC) of 0.886, which outperforms the other four algorithms in predicting the compound-target interactions. This method could provide a promising direction for identifying the compound-target interactions of herbal formulae in silico."
DeepFusionDTA: Drug-Target Binding Affinity Prediction With Information Fusion and Hybrid Deep-Learning Ensemble Model.,34379594,"Identification of drug-target interaction (DTI) is the most important issue in the broad field of drug discovery. Using purely biological experiments to verify drug-target binding profiles takes lots of time and effort, so computational technologies for this task obviously have great benefits in reducing the drug search space. Most of computational methods to predict DTI are proposed to solve a binary classification problem, which ignore the influence of binding strength. Therefore, drug-target binding affinity prediction is still a challenging issue. Currently, lots of studies only extract sequence information that lacks feature-rich representation, but we consider more spatial features in order to merge various data in drug and target spaces. In this study, we propose a two-stage deep neural network ensemble model for detecting drug-target binding affinity, called DeepFusionDTA, via various information analysis modules. First stage is to utilize sequence and structure information to generate fusion feature map of candidate protein and drug pair through various analysis modules based deep learning. Second stage is to apply bagging-based ensemble learning strategy for regression prediction, and we obtain outstanding results by combining the advantages of various algorithms in efficient feature abstraction and regression calculation. Importantly, we evaluate our novel method, DeepFusionDTA, which delivers 1.5 percent CI increase on KIBA dataset and 1.0 percent increase on Davis dataset, by comparing with existing prediction tools, DeepDTA. Furthermore, the ideas we have offered can be applied to in-silico screening of the interaction space, to provide novel DTIs which can be experimentally pursued. The codes and data are available from https://github.com/guofei-tju/DeepFusionDTA.",0,"DeepFusionDTA: Drug-Target Binding Affinity Prediction With Information Fusion and Hybrid Deep-Learning Ensemble Model. Identification of drug-target interaction (DTI) is the most important issue in the broad field of drug discovery. Using purely biological experiments to verify drug-target binding profiles takes lots of time and effort, so computational technologies for this task obviously have great benefits in reducing the drug search space. Most of computational methods to predict DTI are proposed to solve a binary classification problem, which ignore the influence of binding strength. Therefore, drug-target binding affinity prediction is still a challenging issue. Currently, lots of studies only extract sequence information that lacks feature-rich representation, but we consider more spatial features in order to merge various data in drug and target spaces. In this study, we propose a two-stage deep neural network ensemble model for detecting drug-target binding affinity, called DeepFusionDTA, via various information analysis modules. First stage is to utilize sequence and structure information to generate fusion feature map of candidate protein and drug pair through various analysis modules based deep learning. Second stage is to apply bagging-based ensemble learning strategy for regression prediction, and we obtain outstanding results by combining the advantages of various algorithms in efficient feature abstraction and regression calculation. Importantly, we evaluate our novel method, DeepFusionDTA, which delivers 1.5 percent CI increase on KIBA dataset and 1.0 percent increase on Davis dataset, by comparing with existing prediction tools, DeepDTA. Furthermore, the ideas we have offered can be applied to in-silico screening of the interaction space, to provide novel DTIs which can be experimentally pursued. The codes and data are available from https://github.com/guofei-tju/DeepFusionDTA."
